Date,BTC_USD,USD_Index,TLT,HYG,US10Y_Yield,VIX,Nasdaq100,SP500
2022-01-31,38526,96.54,142.39,84.70,1.79,24.83,14930.05,4515.60
2022-02-01,38733,96.39,141.72,84.73,1.81,21.96,15019.68,4546.50
2022-02-02,36925,95.94,142.20,84.86,1.78,22.09,15139.74,4589.40
2022-02-03,37331,95.38,141.09,84.10,1.82,24.35,14501.11,4477.40
2022-02-04,41563,95.48,139.01,83.77,1.93,23.22,14694.35,4500.50
2022-02-07,43865,95.40,139.10,83.71,1.92,22.86,14571.25,4483.90
2022-02-08,44061,95.64,138.17,83.62,1.96,21.44,14747.03,4521.50
2022-02-09,44432,95.49,138.43,84.06,1.94,19.96,15056.96,4587.20
2022-02-10,43545,95.55,136.23,82.95,2.03,23.91,14705.64,4504.10
2022-02-11,42418,96.08,138.25,82.66,1.92,27.36,14253.84,4418.64
2022-02-14,42560,96.37,136.53,82.52,1.98,28.33,14268.59,4401.67
2022-02-15,44560,95.99,134.98,82.66,2.05,25.70,14620.82,4471.07
2022-02-16,43885,95.70,135.78,83.12,2.03,24.29,14603.64,4475.01
2022-02-17,40556,95.80,136.79,82.77,1.97,28.11,14171.74,4380.26
2022-02-18,40037,96.04,138.23,82.89,1.92,27.75,14009.54,4348.87
2022-02-22,38299,96.03,138.59,82.70,1.94,28.81,13870.53,4304.76
2022-02-23,37292,96.19,136.68,82.55,1.99,31.02,13509.43,4225.50
2022-02-24,38380,97.14,136.77,83.14,1.96,30.32,13974.67,4288.70
2022-02-25,39243,96.61,136.87,83.61,1.97,27.59,14189.16,4384.65
2022-02-28,43202,96.71,139.87,83.67,1.83,30.15,14237.81,4373.94
2022-03-01,44442,97.41,141.30,83.13,1.72,33.32,14005.99,4306.26
2022-03-02,43952,97.39,136.47,83.33,1.86,30.74,14243.69,4386.54
2022-03-03,42490,97.78,137.86,83.08,1.86,30.48,14035.21,4363.49
2022-03-04,39171,98.65,140.24,82.54,1.74,31.98,13837.83,4328.87
2022-03-07,38039,99.29,139.17,81.82,1.78,36.45,13319.38,4201.09
2022-03-08,38757,99.06,137.77,81.53,1.86,35.13,13267.60,4170.70
2022-03-09,41962,97.97,136.42,82.21,1.94,32.45,13742.20,4277.88
2022-03-10,39459,98.51,134.46,81.52,1.98,30.23,13591.00,4259.52
2022-03-11,38737,99.12,134.91,80.93,2.00,30.75,13301.83,4204.31
2022-03-14,39717,99.00,131.76,79.97,2.14,31.77,13046.64,4173.11
2022-03-15,39317,99.10,131.53,80.57,2.15,29.83,13458.56,4262.45
2022-03-16,41148,98.62,132.82,81.70,2.19,26.67,13956.78,4357.86
2022-03-17,40943,97.97,131.83,82.26,2.20,25.67,14118.60,4411.67
2022-03-18,41774,98.23,133.44,82.53,2.14,23.87,14420.08,4463.12
2022-03-21,41031,98.50,130.35,81.58,2.32,23.53,14376.09,4461.18
2022-03-22,42370,98.49,128.68,82.00,2.38,22.94,14654.33,4511.61
2022-03-23,42882,98.62,131.50,81.74,2.32,23.57,14447.55,4456.24
2022-03-24,44003,98.79,130.47,81.91,2.34,21.67,14765.69,4520.16
2022-03-25,44337,98.79,128.66,81.32,2.48,20.81,14754.31,4543.06
2022-03-28,47105,99.09,129.76,81.83,2.46,19.63,14987.40,4575.52
2022-03-29,47424,98.40,130.74,82.84,2.41,18.90,15239.32,4631.60
2022-03-30,47035,97.79,131.76,82.59,2.35,19.33,15071.55,4602.45
2022-03-31,45535,98.31,132.08,82.29,2.32,20.56,14838.49,4530.41
2022-04-01,46301,98.63,132.38,81.95,2.39,19.63,14861.21,4545.86
2022-04-04,46611,99.00,131.46,82.57,2.42,18.57,15159.58,4582.64
2022-04-05,45481,99.47,128.49,81.50,2.54,21.03,14820.64,4525.12
2022-04-06,43199,99.60,127.45,80.86,2.61,22.10,14498.89,4481.15
2022-04-07,43458,99.75,126.49,80.73,2.66,21.55,14531.81,4500.21
2022-04-08,42277,99.80,125.12,80.24,2.72,21.16,14327.26,4488.28
2022-04-11,39565,99.93,123.14,79.69,2.79,24.37,13990.20,4412.53
2022-04-12,40087,100.29,122.97,80.30,2.72,24.26,13940.24,4397.45
2022-04-13,41155,99.88,123.22,80.78,2.70,21.82,14217.29,4446.59
2022-04-14,39948,100.32,120.75,80.24,2.83,22.70,13893.22,4392.59
2022-04-18,40821,100.78,120.15,80.11,2.85,22.17,13910.76,4391.69
2022-04-19,41517,100.96,119.25,80.04,2.93,21.37,14210.26,4462.21
2022-04-20,41366,100.39,121.65,80.29,2.85,20.32,13998.53,4459.45
2022-04-21,40502,100.58,120.75,79.74,2.90,22.68,13720.45,4393.66
2022-04-22,39724,101.22,119.99,79.26,2.90,28.21,13356.87,4271.78
2022-04-25,40456,101.75,121.19,79.93,2.81,27.02,13533.22,4296.12
2022-04-26,38139,102.30,122.41,79.46,2.77,33.52,13009.71,4175.20
2022-04-27,39263,102.95,120.84,79.07,2.82,31.60,13003.36,4183.96
2022-04-28,39758,103.62,121.02,79.51,2.85,29.99,13456.06,4287.50
2022-04-29,38600,102.96,119.45,78.53,2.89,33.40,12854.80,4131.93
2022-05-02,38520,103.74,117.18,78.23,2.99,32.34,13075.85,4155.38
2022-05-03,37751,103.47,117.97,78.64,2.97,29.25,13089.90,4175.48
2022-05-04,39701,102.59,118.62,79.44,2.93,25.42,13535.71,4300.17
2022-05-05,36577,103.75,115.37,78.03,3.05,31.20,12850.55,4146.87
2022-05-06,36040,103.66,113.67,77.59,3.12,30.19,12693.53,4123.34
2022-05-09,30158,103.65,114.67,76.77,3.05,34.75,12187.72,3991.24
2022-05-10,31050,103.92,115.71,77.21,2.99,32.99,12345.86,4001.05
2022-05-11,29095,103.85,117.94,76.75,2.91,32.56,11967.56,3935.18
2022-05-12,29090,104.85,117.72,76.72,2.84,31.77,11945.50,3930.08
2022-05-13,29306,104.56,115.98,76.81,2.93,28.87,12387.40,4023.89
2022-05-16,29854,104.19,115.86,76.70,2.88,27.47,12243.58,4008.01
2022-05-17,30442,103.36,114.46,76.63,2.98,26.10,12564.10,4088.85
2022-05-18,28680,103.81,116.90,76.00,2.89,30.96,11928.31,3923.68
2022-05-19,30329,102.72,117.18,76.51,2.84,29.35,11875.63,3900.79
2022-05-20,29202,103.15,118.51,76.46,2.78,29.43,11835.62,3901.36
2022-05-23,29091,102.08,116.56,76.76,2.86,28.48,12034.28,3973.75
2022-05-24,29647,101.86,118.86,77.22,2.76,29.45,11769.84,3941.48
2022-05-25,29524,102.06,119.33,78.39,2.75,28.37,11943.93,3978.73
2022-05-26,29213,101.83,118.79,79.48,2.75,27.50,12276.79,4057.84
2022-05-27,28609,101.67,119.08,80.19,2.74,25.72,12681.42,4158.24
2022-05-31,31792,101.75,116.56,79.50,2.85,26.19,12642.10,4132.15
2022-06-01,29832,102.50,116.22,78.90,2.94,25.69,12548.36,4101.23
2022-06-02,30478,101.82,116.28,79.23,2.92,24.72,12892.89,4176.82
2022-06-03,29730,102.14,116.03,78.64,2.96,24.79,12548.02,4108.54
2022-06-06,31371,102.44,113.89,78.05,3.04,25.07,12599.63,4121.43
2022-06-07,31149,102.32,115.12,78.23,2.98,24.02,12711.67,4160.68
2022-06-08,30230,102.54,114.10,77.56,3.03,23.96,12615.13,4115.77
2022-06-09,30112,103.22,114.48,76.94,3.04,26.09,12269.78,4017.82
2022-06-10,29103,104.15,113.77,75.63,3.15,27.75,11832.82,3900.86
2022-06-13,22487,105.08,110.20,73.10,3.43,34.02,11288.32,3749.63
2022-06-14,22172,105.52,108.81,73.58,3.49,32.69,11311.69,3735.48
